district_name,block_name,typeofsupport,broad_category,categoryofsupport,Beneficiary_Count
SURAJPUR,RAMANUJNAGAR,Medicines,Nature-Based Solutions / Bio-Economy,Inputs,35
SURAJPUR,RAMANUJNAGAR,Milk Chilling Plant,Nature-Based Solutions / Bio-Economy,Infrastructure,3
SURAJPUR,RAMANUJNAGAR,Mint Distillation Unit,Circular Economy,Infrastructure,6
SURAJPUR,RAMANUJNAGAR,Mudra Loan,Circular Economy,Loan / Insurance / Subsidy,14
SURAJPUR,RAMANUJNAGAR,Mushroom Spawn,Nature-Based Solutions / Bio-Economy,Inputs,5
SURAJPUR,RAMANUJNAGAR,Mushroom cultivation,Nature-Based Solutions / Bio-Economy,Training,262
SURAJPUR,RAMANUJNAGAR,Nadep Compost,Nature-Based Solutions / Bio-Economy,Infrastructure,22
SURAJPUR,RAMANUJNAGAR,Nursery Development,Nature-Based Solutions / Bio-Economy,Training,3
SURAJPUR,RAMANUJNAGAR,Nursey Net,Nature-Based Solutions / Bio-Economy,Infrastructure,3
SURAJPUR,RAMANUJNAGAR,Open Irrigation Wells,Nature-Based Solutions / Bio-Economy,Infrastructure,123
SURAJPUR,RAMANUJNAGAR,Organic Certification,Nature-Based Solutions / Bio-Economy,Marketing Support,3
SURAJPUR,RAMANUJNAGAR,Organic Farming,Nature-Based Solutions / Bio-Economy,Training,50
SURAJPUR,RAMANUJNAGAR,Organic Manure,Nature-Based Solutions / Bio-Economy,Inputs,139
SURAJPUR,RAMANUJNAGAR,Organic certification process,Nature-Based Solutions / Bio-Economy,Training,3
SURAJPUR,RAMANUJNAGAR,Paddy Transplanter,Nature-Based Solutions / Bio-Economy,Equipment,35
SURAJPUR,RAMANUJNAGAR,Paddy-Nursery Training,Nature-Based Solutions / Bio-Economy,Training,8
SURAJPUR,RAMANUJNAGAR,Paddy/ Wheat Straw,Nature-Based Solutions / Bio-Economy,Inputs,3
SURAJPUR,RAMANUJNAGAR,Pest Management,Nature-Based Solutions / Bio-Economy,Training,1855
SURAJPUR,RAMANUJNAGAR,Pipe Line for Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,24
SURAJPUR,RAMANUJNAGAR,Plantation,Nature-Based Solutions / Bio-Economy,Infrastructure,6
SURAJPUR,RAMANUJNAGAR,Plastic Crates,Circular Economy,Equipment,9
SURAJPUR,RAMANUJNAGAR,Pond Renovation,Nature-Based Solutions / Bio-Economy,Infrastructure,12
SURAJPUR,RAMANUJNAGAR,Post Harvest Management,Nature-Based Solutions / Bio-Economy,Training,9
SURAJPUR,RAMANUJNAGAR,Poultry Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,35
SURAJPUR,RAMANUJNAGAR,Pounding Machine,Nature-Based Solutions / Bio-Economy,Equipment,11
SURAJPUR,RAMANUJNAGAR,Power Tiller,Nature-Based Solutions / Bio-Economy,Equipment,11
SURAJPUR,RAMANUJNAGAR,Product Registration,Nature-Based Solutions / Bio-Economy,Marketing Support,20
SURAJPUR,RAMANUJNAGAR,Promotion & Conservation Local Breeds,Nature-Based Solutions / Bio-Economy,Other Services,3
SURAJPUR,RAMANUJNAGAR,Promotion of Cooperative,Nature-Based Solutions / Bio-Economy,Other Services,7
SURAJPUR,RAMANUJNAGAR,Pulper,Nature-Based Solutions / Bio-Economy,Equipment,9
SURAJPUR,RAMANUJNAGAR,Pump House,Nature-Based Solutions / Bio-Economy,Infrastructure,13
SURAJPUR,RAMANUJNAGAR,Pump Set,Energy,Equipment,387
SURAJPUR,RAMANUJNAGAR,Pump Set - Tribal Department,Energy,Equipment,3
SURAJPUR,RAMANUJNAGAR,Raw Material for Activity,Circular Economy,Inputs,48
SURAJPUR,RAMANUJNAGAR,Registration of Udyog Aadhaar,Nature-Based Solutions / Bio-Economy,Other Services,791
SURAJPUR,RAMANUJNAGAR,Roster (Spice Crops),Nature-Based Solutions / Bio-Economy,Equipment,5
SURAJPUR,RAMANUJNAGAR,Rotary Mountages,Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,RAMANUJNAGAR,SHG / Bank Loan,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,1247
SURAJPUR,RAMANUJNAGAR,Sand Filter for Bore Well / Open Well,Nature-Based Solutions / Bio-Economy,Infrastructure,8
SURAJPUR,RAMANUJNAGAR,"Saplings - Vegetables, Fruits",Nature-Based Solutions / Bio-Economy,Inputs,18
SURAJPUR,RAMANUJNAGAR,Saplings-Horticulture-Medicinal Plants,Nature-Based Solutions / Bio-Economy,Inputs,9
SURAJPUR,RAMANUJNAGAR,Sealing machine - Spices / Coffee /Rubber / Tea,Circular Economy,Equipment,3
SURAJPUR,RAMANUJNAGAR,Seed Drill,Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,RAMANUJNAGAR,Seed treatment,Nature-Based Solutions / Bio-Economy,Training,20
SURAJPUR,RAMANUJNAGAR,Seedling Tray,Nature-Based Solutions / Bio-Economy,Equipment,12
SURAJPUR,RAMANUJNAGAR,Seeds,Nature-Based Solutions / Bio-Economy,Inputs,347
SURAJPUR,RAMANUJNAGAR,Seeds / Saplings for Floriculture,Nature-Based Solutions / Bio-Economy,Inputs,3
SURAJPUR,RAMANUJNAGAR,Sickle,Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,RAMANUJNAGAR,Silkworm Rearing Equipment,Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,RAMANUJNAGAR,Skill Training for Minorities,Circular Economy,Training,6
SURAJPUR,RAMANUJNAGAR,Soak Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,5
SURAJPUR,RAMANUJNAGAR,Soil Nutrient Management,Nature-Based Solutions / Bio-Economy,Training,6
SURAJPUR,RAMANUJNAGAR,Solar Pump,Energy,Equipment,3
SURAJPUR,RAMANUJNAGAR,Spice Mill,Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,RAMANUJNAGAR,Sprayer,Nature-Based Solutions / Bio-Economy,Equipment,410
SURAJPUR,RAMANUJNAGAR,Staggered Trench,Nature-Based Solutions / Bio-Economy,Infrastructure,8
SURAJPUR,RAMANUJNAGAR,Support for Nursery Development,Nature-Based Solutions / Bio-Economy,Infrastructure,9
SURAJPUR,RAMANUJNAGAR,Technical Training,Circular Economy,Training,101
SURAJPUR,RAMANUJNAGAR,Technical Training- Floriculture,Nature-Based Solutions / Bio-Economy,Training,39
SURAJPUR,RAMANUJNAGAR,Technical Training- Handloom & Textile,Circular Economy,Training,18
SURAJPUR,RAMANUJNAGAR,Technical Training-Sericulture,Nature-Based Solutions / Bio-Economy,Training,31
SURAJPUR,RAMANUJNAGAR,Thresher,Nature-Based Solutions / Bio-Economy,Equipment,37
SURAJPUR,RAMANUJNAGAR,Thresher-Spices / Coffee /Rubber / Tea,Circular Economy,Equipment,6
SURAJPUR,RAMANUJNAGAR,Tractor,Nature-Based Solutions / Bio-Economy,Equipment,404
SURAJPUR,RAMANUJNAGAR,Tube Well,Nature-Based Solutions / Bio-Economy,Infrastructure,329
SURAJPUR,RAMANUJNAGAR,Vaccine,Nature-Based Solutions / Bio-Economy,Inputs,45
SURAJPUR,RAMANUJNAGAR,Vermicompost,Nature-Based Solutions / Bio-Economy,Infrastructure,92
SURAJPUR,RAMANUJNAGAR,Vermicompost,Nature-Based Solutions / Bio-Economy,Inputs,47
SURAJPUR,RAMANUJNAGAR,Warehouse,Circular Economy,Infrastructure,185
SURAJPUR,RAMANUJNAGAR,Wasteland / Fallow Land / Grassland Development,Nature-Based Solutions / Bio-Economy,Infrastructure,27
SURAJPUR,RAMANUJNAGAR,Water Harvesting System,Nature-Based Solutions / Bio-Economy,Infrastructure,29
SURAJPUR,RAMANUJNAGAR,Water Management (Rainfed Methods),Nature-Based Solutions / Bio-Economy,Training,3
SURAJPUR,RAMANUJNAGAR,Weaver Cards,Circular Economy,Inputs,10
SURAJPUR,RAMANUJNAGAR,Weighing Scale,Nature-Based Solutions / Bio-Economy,Equipment,14
SURAJPUR,RAMANUJNAGAR,Wire - trellis,Nature-Based Solutions / Bio-Economy,Infrastructure,54
SURAJPUR,RAMANUJNAGAR,Work Shed,Circular Economy,Infrastructure,17
SURAJPUR,RAMANUJNAGAR,Yarn Passbook,Circular Economy,Inputs,9
SURAJPUR,SURAJPUR,Afforestation of Wastelands,Nature-Based Solutions / Bio-Economy,Infrastructure,822
SURAJPUR,SURAJPUR,Agarbatti Machine,Circular Economy,Equipment,48
SURAJPUR,SURAJPUR,Animal Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,36
SURAJPUR,SURAJPUR,Any Other-Specify,Circular Economy,Equipment,32
SURAJPUR,SURAJPUR,Any Other-Specify,Circular Economy,Infrastructure,664
SURAJPUR,SURAJPUR,Any Other-Specify,Circular Economy,Inputs,92
SURAJPUR,SURAJPUR,Any Other-Specify,Circular Economy,Marketing Support,3
SURAJPUR,SURAJPUR,Any Other-Specify,Circular Economy,Training,9
SURAJPUR,SURAJPUR,Artificial Insemination,Nature-Based Solutions / Bio-Economy,Inputs,3
SURAJPUR,SURAJPUR,Artisan Cards,Circular Economy,Inputs,65
SURAJPUR,SURAJPUR,Assistance for Basic Seed Production Units,Nature-Based Solutions / Bio-Economy,Infrastructure,12
SURAJPUR,SURAJPUR,Automatic Reeling Machine for Yarn Making,Circular Economy,Equipment,6
SURAJPUR,SURAJPUR,Azolla,Nature-Based Solutions / Bio-Economy,Inputs,66
SURAJPUR,SURAJPUR,Bamboo Mat,Nature-Based Solutions / Bio-Economy,Equipment,12
SURAJPUR,SURAJPUR,Basket and Trolley,Nature-Based Solutions / Bio-Economy,Equipment,34
SURAJPUR,SURAJPUR,Bee Boxes,Nature-Based Solutions / Bio-Economy,Equipment,8
SURAJPUR,SURAJPUR,Bee Hives,Nature-Based Solutions / Bio-Economy,Inputs,20
SURAJPUR,SURAJPUR,Bee Keeping Equipment,Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,SURAJPUR,Beekeeper,Nature-Based Solutions / Bio-Economy,Training,13
SURAJPUR,SURAJPUR,Bio Culture,Nature-Based Solutions / Bio-Economy,Inputs,39
SURAJPUR,SURAJPUR,Bio Fertilisers,Nature-Based Solutions / Bio-Economy,Inputs,144
SURAJPUR,SURAJPUR,Blunger for Pottery,Circular Economy,Equipment,6
SURAJPUR,SURAJPUR,Bore Well,Nature-Based Solutions / Bio-Economy,Infrastructure,372
SURAJPUR,SURAJPUR,Brood Lac,Nature-Based Solutions / Bio-Economy,Inputs,23
SURAJPUR,SURAJPUR,Brooders (Heat Lamp),Nature-Based Solutions / Bio-Economy,Equipment,11
SURAJPUR,SURAJPUR,Business Management / Promotion Training,Circular Economy,Training,108
SURAJPUR,SURAJPUR,Cattle Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,98
SURAJPUR,SURAJPUR,Certification,Circular Economy,Marketing Support,12
SURAJPUR,SURAJPUR,Chawki Rearing Centre with Incubation Chamber,Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,SURAJPUR,Chawki Rearing Equipments,Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,SURAJPUR,Check Dam,Nature-Based Solutions / Bio-Economy,Infrastructure,11
SURAJPUR,SURAJPUR,Chick Guard,Nature-Based Solutions / Bio-Economy,Infrastructure,176
SURAJPUR,SURAJPUR,Clay,Circular Economy,Inputs,23
SURAJPUR,SURAJPUR,Cleaning & Storage Unit - Spices / Coffee /Rubber / Tea,Circular Economy,Infrastructure,6
SURAJPUR,SURAJPUR,Cleaning Agent,Nature-Based Solutions / Bio-Economy,Inputs,12
SURAJPUR,SURAJPUR,Cleaning and Disinfection Equipment,Nature-Based Solutions / Bio-Economy,Equipment,6
SURAJPUR,SURAJPUR,Coir Machine,Circular Economy,Equipment,33
SURAJPUR,SURAJPUR,Cold Storage,Circular Economy,Infrastructure,104
SURAJPUR,SURAJPUR,Common Facility Center(CFC) for Silk Yarn Dyeing and Fabric Processing,Circular Economy,Infrastructure,8
SURAJPUR,SURAJPUR,Compost Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,3769
SURAJPUR,SURAJPUR,Computer-Aided Textile Designing Unit,Circular Economy,Equipment,18
SURAJPUR,SURAJPUR,Construction of New Pond,Nature-Based Solutions / Bio-Economy,Infrastructure,3
SURAJPUR,SURAJPUR,Contour / Graded Bund,Nature-Based Solutions / Bio-Economy,Infrastructure,6
SURAJPUR,SURAJPUR,Crop Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,28
SURAJPUR,SURAJPUR,DDU-GKY Skill Training for Placement Within the State,Circular Economy,Training,38
SURAJPUR,SURAJPUR,Day Old Chicks,Nature-Based Solutions / Bio-Economy,Inputs,115
SURAJPUR,SURAJPUR,Development of Non-Chemical Pesticides,Nature-Based Solutions / Bio-Economy,Training,12
SURAJPUR,SURAJPUR,Deworming Medicines,Nature-Based Solutions / Bio-Economy,Inputs,33
SURAJPUR,SURAJPUR,Deworming and Health Awareness,Nature-Based Solutions / Bio-Economy,Training,92
SURAJPUR,SURAJPUR,Disinfectants,Nature-Based Solutions / Bio-Economy,Inputs,11
SURAJPUR,SURAJPUR,Drainage of Chaur or Waterlogged Land,Nature-Based Solutions / Bio-Economy,Infrastructure,260
SURAJPUR,SURAJPUR,Drip Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,503
SURAJPUR,SURAJPUR,Dug Well,Nature-Based Solutions / Bio-Economy,Infrastructure,970
SURAJPUR,SURAJPUR,Dye House,Circular Economy,Infrastructure,9
SURAJPUR,SURAJPUR,Eri Silkworm Eggs,Nature-Based Solutions / Bio-Economy,Inputs,10
SURAJPUR,SURAJPUR,Exposure Visit,Nature-Based Solutions / Bio-Economy,Training,3
SURAJPUR,SURAJPUR,FYM,Nature-Based Solutions / Bio-Economy,Inputs,30
SURAJPUR,SURAJPUR,Fabric Finishing Units,Circular Economy,Infrastructure,22
SURAJPUR,SURAJPUR,Fabric Processing Unit,Circular Economy,Infrastructure,9
SURAJPUR,SURAJPUR,Farm pond on Individual Land,Nature-Based Solutions / Bio-Economy,Infrastructure,98
SURAJPUR,SURAJPUR,Feed Management and Nutrition,Nature-Based Solutions / Bio-Economy,Training,155
SURAJPUR,SURAJPUR,Feed Supplements,Nature-Based Solutions / Bio-Economy,Inputs,57
SURAJPUR,SURAJPUR,Feeder,Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,SURAJPUR,Fencing,Nature-Based Solutions / Bio-Economy,Infrastructure,284
SURAJPUR,SURAJPUR,Fencing,Nature-Based Solutions / Bio-Economy,Inputs,18
SURAJPUR,SURAJPUR,Fencing Material,Nature-Based Solutions / Bio-Economy,Infrastructure,22
SURAJPUR,SURAJPUR,Fertilizers,Nature-Based Solutions / Bio-Economy,Inputs,3004
SURAJPUR,SURAJPUR,Financial Assistance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,23
SURAJPUR,SURAJPUR,Fingerlings,Nature-Based Solutions / Bio-Economy,Inputs,20
SURAJPUR,SURAJPUR,Fish Drying Yards,Circular Economy,Infrastructure,3
SURAJPUR,SURAJPUR,Fish Feed Unit,Nature-Based Solutions / Bio-Economy,Infrastructure,3
SURAJPUR,SURAJPUR,Food Processing Unit Set-up for SHGs,Circular Economy,Infrastructure,26
SURAJPUR,SURAJPUR,Food Safety Training and Certification (FOTSAC),Circular Economy,Training,27
SURAJPUR,SURAJPUR,Foot Pump,Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,SURAJPUR,General Awareness Training,Nature-Based Solutions / Bio-Economy,Training,51
SURAJPUR,SURAJPUR,General Training,Circular Economy,Training,1426
SURAJPUR,SURAJPUR,Goat-Castrator,Nature-Based Solutions / Bio-Economy,Equipment,769
SURAJPUR,SURAJPUR,Goat-Feeder,Nature-Based Solutions / Bio-Economy,Equipment,30
SURAJPUR,SURAJPUR,Goat-Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,972
SURAJPUR,SURAJPUR,Godown,Circular Economy,Infrastructure,153
SURAJPUR,SURAJPUR,Green House,Nature-Based Solutions / Bio-Economy,Infrastructure,9
SURAJPUR,SURAJPUR,Green House (Including Shade Net),Nature-Based Solutions / Bio-Economy,Infrastructure,40
SURAJPUR,SURAJPUR,Grinding Machine,Nature-Based Solutions / Bio-Economy,Equipment,30
SURAJPUR,SURAJPUR,Group Insurance - Tribal Department,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
SURAJPUR,SURAJPUR,Gully Plugs,Nature-Based Solutions / Bio-Economy,Infrastructure,287
SURAJPUR,SURAJPUR,"Handling Kit: Honey Extractor, Smoker and Other Appliances",Nature-Based Solutions / Bio-Economy,Equipment,9
SURAJPUR,SURAJPUR,Horticulture-Medicinal Plants-Exposure Visit,Nature-Based Solutions / Bio-Economy,Training,3
SURAJPUR,SURAJPUR,Horticulture-Medicinal Plants-Skill Training,Nature-Based Solutions / Bio-Economy,Training,57
SURAJPUR,SURAJPUR,Hut/Room for Mushroom Production,Nature-Based Solutions / Bio-Economy,Infrastructure,17
SURAJPUR,SURAJPUR,Improved Package of Practice for Crops,Nature-Based Solutions / Bio-Economy,Training,298
SURAJPUR,SURAJPUR,Improved Twisting Machines for Yarn Making,Circular Economy,Equipment,9
SURAJPUR,SURAJPUR,Infrastructure For Liquid Bio Manure,Nature-Based Solutions / Bio-Economy,Infrastructure,3
SURAJPUR,SURAJPUR,Infrastructure for Azolla Cultivation,Nature-Based Solutions / Bio-Economy,Infrastructure,322
SURAJPUR,SURAJPUR,Infrastructure for Spawn Making Unit,Nature-Based Solutions / Bio-Economy,Infrastructure,10
SURAJPUR,SURAJPUR,Insect Trap,Nature-Based Solutions / Bio-Economy,Inputs,15
SURAJPUR,SURAJPUR,Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,18
SURAJPUR,SURAJPUR,Insurance for Spices / Coffee / Rubber / Tea,Circular Economy,Loan / Insurance / Subsidy,3
SURAJPUR,SURAJPUR,Integrated Pack House,Circular Economy,Infrastructure,18
SURAJPUR,SURAJPUR,Kisan Credit Card,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,299
SURAJPUR,SURAJPUR,Kitchen Garden,Nature-Based Solutions / Bio-Economy,Training,918
SURAJPUR,SURAJPUR,Lift Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,3
SURAJPUR,SURAJPUR,Livestock Rearing-Technical Training,Nature-Based Solutions / Bio-Economy,Training,673
SURAJPUR,SURAJPUR,Loan - Tribal Department,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,6
SURAJPUR,SURAJPUR,Loom Upgradation,Nature-Based Solutions / Bio-Economy,Equipment,27
SURAJPUR,SURAJPUR,Machinery & Equipments for Mushroom Production,Nature-Based Solutions / Bio-Economy,Equipment,24
SURAJPUR,SURAJPUR,Maize Sheller,Nature-Based Solutions / Bio-Economy,Equipment,9
SURAJPUR,SURAJPUR,Managing Kits (Hive stand; Queen Cage etc),Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,SURAJPUR,Manure,Nature-Based Solutions / Bio-Economy,Inputs,5
SURAJPUR,SURAJPUR,Manure/ Fertiliser,Nature-Based Solutions / Bio-Economy,Inputs,48
SURAJPUR,SURAJPUR,Market Linkage,Nature-Based Solutions / Bio-Economy,Marketing Support,101
SURAJPUR,SURAJPUR,Market Shed,Circular Economy,Infrastructure,224
SURAJPUR,SURAJPUR,Medicinal Plant Cultivation,Nature-Based Solutions / Bio-Economy,Training,36
SURAJPUR,SURAJPUR,Medicines,Nature-Based Solutions / Bio-Economy,Inputs,133
SURAJPUR,SURAJPUR,Milk Chilling Plant,Nature-Based Solutions / Bio-Economy,Infrastructure,29
SURAJPUR,SURAJPUR,Milk Containers,Nature-Based Solutions / Bio-Economy,Equipment,14
SURAJPUR,SURAJPUR,Mini Percolation Tank,Nature-Based Solutions / Bio-Economy,Infrastructure,3
SURAJPUR,SURAJPUR,Mint Distillation Unit,Circular Economy,Infrastructure,29
SURAJPUR,SURAJPUR,Modified Silk Hand Looms,Nature-Based Solutions / Bio-Economy,Equipment,6
SURAJPUR,SURAJPUR,Mother Unit Management Training,Nature-Based Solutions / Bio-Economy,Training,7
SURAJPUR,SURAJPUR,Mudra Loan,Circular Economy,Loan / Insurance / Subsidy,54
SURAJPUR,SURAJPUR,Mulberry Kisan Nurseries,Nature-Based Solutions / Bio-Economy,Inputs,5
SURAJPUR,SURAJPUR,Mulberry-Automatic Reeling Units,Nature-Based Solutions / Bio-Economy,Infrastructure,5
SURAJPUR,SURAJPUR,Mulberry-Chawki Rearing Centers,Nature-Based Solutions / Bio-Economy,Infrastructure,6
SURAJPUR,SURAJPUR,Mulberry-Incubation Centres,Nature-Based Solutions / Bio-Economy,Infrastructure,6
SURAJPUR,SURAJPUR,Multi-end Reeling Machines,Circular Economy,Equipment,3
SURAJPUR,SURAJPUR,Mushroom Spawn,Nature-Based Solutions / Bio-Economy,Inputs,68
SURAJPUR,SURAJPUR,Mushroom cultivation,Nature-Based Solutions / Bio-Economy,Training,27
SURAJPUR,SURAJPUR,NTFP Enterprises Support,Nature-Based Solutions / Bio-Economy,Infrastructure,24
SURAJPUR,SURAJPUR,Nadep Compost,Nature-Based Solutions / Bio-Economy,Infrastructure,589
SURAJPUR,SURAJPUR,Nadep Pit,Nature-Based Solutions / Bio-Economy,Inputs,146
SURAJPUR,SURAJPUR,Nursery Development,Nature-Based Solutions / Bio-Economy,Training,9
SURAJPUR,SURAJPUR,Nursey Net,Nature-Based Solutions / Bio-Economy,Infrastructure,35
SURAJPUR,SURAJPUR,Open Irrigation Wells,Nature-Based Solutions / Bio-Economy,Infrastructure,1173
SURAJPUR,SURAJPUR,Organic Farming,Nature-Based Solutions / Bio-Economy,Training,963
SURAJPUR,SURAJPUR,Organic Manure,Nature-Based Solutions / Bio-Economy,Inputs,1616
SURAJPUR,SURAJPUR,Organic certification process,Nature-Based Solutions / Bio-Economy,Training,6
SURAJPUR,SURAJPUR,Packaging,Circular Economy,Marketing Support,9
SURAJPUR,SURAJPUR,Packaging Equipment,Nature-Based Solutions / Bio-Economy,Equipment,12
SURAJPUR,SURAJPUR,Paddy Transplanter,Nature-Based Solutions / Bio-Economy,Equipment,73
SURAJPUR,SURAJPUR,Paddy-Nursery Training,Nature-Based Solutions / Bio-Economy,Training,14
SURAJPUR,SURAJPUR,Paddy/ Wheat Straw,Nature-Based Solutions / Bio-Economy,Inputs,21
SURAJPUR,SURAJPUR,Peripheral / Farm / Field Bund,Nature-Based Solutions / Bio-Economy,Infrastructure,3
SURAJPUR,SURAJPUR,Pest Management,Nature-Based Solutions / Bio-Economy,Training,936
SURAJPUR,SURAJPUR,Pig Sty / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,3
SURAJPUR,SURAJPUR,Pipe Line for Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,174
SURAJPUR,SURAJPUR,Plantation,Nature-Based Solutions / Bio-Economy,Infrastructure,644
SURAJPUR,SURAJPUR,Plastic Crates,Circular Economy,Equipment,9
SURAJPUR,SURAJPUR,Polythene Sheets - Spices / Coffee /Rubber / Tea,Circular Economy,Equipment,3
SURAJPUR,SURAJPUR,Post Harvest Management,Nature-Based Solutions / Bio-Economy,Training,84
SURAJPUR,SURAJPUR,Pottery Wheel,Circular Economy,Equipment,3
SURAJPUR,SURAJPUR,Poultry Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,72
SURAJPUR,SURAJPUR,Pounding Machine,Nature-Based Solutions / Bio-Economy,Equipment,6
SURAJPUR,SURAJPUR,Power Tiller,Nature-Based Solutions / Bio-Economy,Equipment,16
SURAJPUR,SURAJPUR,Product Registration,Nature-Based Solutions / Bio-Economy,Marketing Support,15
SURAJPUR,SURAJPUR,Promotion & Conservation Local Breeds,Nature-Based Solutions / Bio-Economy,Other Services,25
SURAJPUR,SURAJPUR,Promotion and Branding Support,Circular Economy,Marketing Support,9
SURAJPUR,SURAJPUR,Promotion of Cooperative,Nature-Based Solutions / Bio-Economy,Other Services,3
SURAJPUR,SURAJPUR,Pulper,Nature-Based Solutions / Bio-Economy,Equipment,6
SURAJPUR,SURAJPUR,Pump House,Nature-Based Solutions / Bio-Economy,Infrastructure,113
SURAJPUR,SURAJPUR,Pump Set,Energy,Equipment,714
SURAJPUR,SURAJPUR,Pump Set - Tribal Department,Energy,Equipment,19
SURAJPUR,SURAJPUR,Raw Material Grading Equipment,Nature-Based Solutions / Bio-Economy,Equipment,3
SURAJPUR,SURAJPUR,Raw Material for Activity,Circular Economy,Inputs,405
SURAJPUR,SURAJPUR,Recharge Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,28
SURAJPUR,SURAJPUR,Refrigerator,Nature-Based Solutions / Bio-Economy,Equipment,10
SURAJPUR,SURAJPUR,Registration of Udyog Aadhaar,Nature-Based Solutions / Bio-Economy,Other Services,764
SURAJPUR,SURAJPUR,Rotary Mountages,Nature-Based Solutions / Bio-Economy,Equipment,8
SURAJPUR,SURAJPUR,Rotavator,Nature-Based Solutions / Bio-Economy,Equipment,32
SURAJPUR,SURAJPUR,SHG / Bank Loan,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,378
SURAJPUR,SURAJPUR,Sand Filter for Bore Well / Open Well,Nature-Based Solutions / Bio-Economy,Infrastructure,60
SURAJPUR,SURAJPUR,"Saplings - Vegetables, Fruits",Nature-Based Solutions / Bio-Economy,Inputs,37
SURAJPUR,SURAJPUR,Saplings-Horticulture-Medicinal Plants,Nature-Based Solutions / Bio-Economy,Inputs,12
SURAJPUR,SURAJPUR,Sealing machine - Spices / Coffee /Rubber / Tea,Circular Economy,Equipment,3
SURAJPUR,SURAJPUR,Seed treatment,Nature-Based Solutions / Bio-Economy,Training,18
SURAJPUR,SURAJPUR,Seeds,Nature-Based Solutions / Bio-Economy,Inputs,963
SURAJPUR,SURAJPUR,Seeds / Saplings for Floriculture,Nature-Based Solutions / Bio-Economy,Inputs,70
SURAJPUR,SURAJPUR,Sericulture - Assistance for Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,19
SURAJPUR,SURAJPUR,Sericulture Plantation Material,Nature-Based Solutions / Bio-Economy,Inputs,21
SURAJPUR,SURAJPUR,Sickle,Nature-Based Solutions / Bio-Economy,Equipment,2826
SURAJPUR,SURAJPUR,Silkworm Rearing Equipment,Nature-Based Solutions / Bio-Economy,Equipment,10
SURAJPUR,SURAJPUR,Silkworm Rearing Shed Construction,Nature-Based Solutions / Bio-Economy,Infrastructure,11
SURAJPUR,SURAJPUR,Skill Training for Minorities,Circular Economy,Training,30
SURAJPUR,SURAJPUR,Soak Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,29
SURAJPUR,SURAJPUR,Soil Conservation and Moisture Protection,Nature-Based Solutions / Bio-Economy,Training,6
SURAJPUR,SURAJPUR,Soil Nutrient Management,Nature-Based Solutions / Bio-Economy,Training,3
SURAJPUR,SURAJPUR,Solar Dryer,Energy,Equipment,3
SURAJPUR,SURAJPUR,Solar Pump,Energy,Equipment,72
SURAJPUR,SURAJPUR,Sprayer,Nature-Based Solutions / Bio-Economy,Equipment,956
SURAJPUR,SURAJPUR,Staggered Trench,Nature-Based Solutions / Bio-Economy,Infrastructure,15
SURAJPUR,SURAJPUR,Storage Bags,Circular Economy,Inputs,206
SURAJPUR,SURAJPUR,Storage Space,Circular Economy,Infrastructure,63
SURAJPUR,SURAJPUR,Support for Nursery Development,Nature-Based Solutions / Bio-Economy,Infrastructure,6
SURAJPUR,SURAJPUR,Sustainable Harvesting,Nature-Based Solutions / Bio-Economy,Training,3
